transaction_id,project_name,district,price,area_sqft,psf,sale_date,sale_type,tenure
TXN-00508,Kembangan Court,D14,708000,525.28,1347.86,2024-11-28,Sub Sale,99 yrs
TXN-01479,Kallang Riverside,D07,2064000,775.0,2663.23,2023-08-11,New Sale,99 yrs
TXN-01047,Toa Payoh Central,D12,2571000,991.0,2594.35,2025-01-24,New Sale,99 yrs
TXN-00930,Pasir Panjang Residences,D05,1958000,775.0,2526.45,2024-12-03,Resale,Freehold
TXN-01472,Novena Heights,D11,1754000,729.79,2403.42,2022-06-26,Resale,99 yrs
TXN-00778,Newton Suites,D11,1267000,750.0,1689.33,2023-04-16,Sub Sale,99 yrs
TXN-01147,Redhill Peak,D03,2575000,1061.0,2426.96,2025-01-22,New Sale,Freehold
TXN-00725,Punggol Waterfront,D19,1392000,525.0,2651.43,2021-12-04,Sub Sale,99 yrs
TXN-00516,Bukit Timah Grove,D21,1785000,1011.0,1765.58,2025-05-21,New Sale,99 yrs
TXN-00853,Harbourfront Residences,D04,1477000,730.0,2023.29,2025-06-23,Resale,99 yrs
TXN-00434,Siglap Villas,D15,1800000,1375.0,1309.09,2024-05-01,Sub Sale,Freehold
TXN-00964,Orchard Heritage,D09,2177000,800.0,2721.25,2024-05-16,New Sale,Freehold
TXN-00741,Bukit Timah Grove,D21,1830000,971.0,1884.65,2023-01-19,Resale,99 yrs
TXN-01610,Novena Heights,D11,1324000,1061.32,1247.5,2024-07-30,Sub Sale,Freehold
TXN-01486,Sembawang Springs,D27,2475000,1330.0,1860.9,2021-05-07,Sub Sale,Freehold
TXN-00807,Sengkang Riviera,D19,2116000,1035.49,2043.48,2022-11-12,New Sale,Freehold
TXN-00631,Toa Payoh Central,D12,1126000,830.0,1356.63,2024-03-14,Sub Sale,Freehold
TXN-00395,Lavender Street Loft,D07,2101000,1430.0,1469.23,2024-03-31,New Sale,99 yrs
TXN-00224,The Orchid Residences,D19,1226000,775.0,1581.93,2022-10-21,Resale,Freehold
TXN-00161,Bugis Junction Residences,D07,2058000,1374.55,1497.22,2023-05-25,New Sale,Freehold
TXN-00053,Tanjong Pagar Place,D02,1732000,991.36,1747.1,2024-10-13,Sub Sale,Freehold
TXN-00815,Bedok Reservoir Views,D16,2571000,1061.32,2422.45,2020-05-27,Sub Sale,99 yrs
TXN-00351,Woodlands Cascade,D25,1214000,830.0,1462.65,2021-12-27,Resale,99 yrs
TXN-00489,The Orchid Residences,D19,1182000,710.42,1663.81,2023-10-28,Resale,99 yrs
TXN-00025,Ghim Moh Green,D10,1120000,460.0,2434.78,2025-08-06,Resale,99 yrs
TXN-00756,Keppel Bay View,D04,1835000,750.0,2446.67,2025-07-15,New Sale,Freehold
TXN-00874,Keppel Bay View,D04,3900000,1310.0,2977.1,2025-05-17,New Sale,Freehold
TXN-00447,Punggol Waterfront,D19,1543000,1091.46,1413.7,2020-02-07,Resale,99 yrs
TXN-01305,Chin Swee Heights,D03,2336000,830.0,2814.46,2020-12-27,New Sale,99 yrs
TXN-00465,Keppel Bay View,D04,3097000,1350.0,2294.07,2020-11-28,New Sale,99 yrs
TXN-01354,Woodlands Cascade,D25,826000,710.0,1163.38,2023-12-17,Sub Sale,Freehold
TXN-00648,Orchard Heritage,D09,1906000,830.0,2296.39,2025-07-07,Sub Sale,99 yrs
TXN-00564,Newton Suites,D11,2797000,1061.0,2636.19,2024-03-13,Sub Sale,99 yrs
TXN-00336,Pasir Panjang Residences,D05,1478000,729.79,2025.23,2025-01-24,Resale,Freehold
TXN-01202,Katong Seaview,D15,968000,775.0,1249.03,2023-02-06,New Sale,99 yrs
TXN-00746,Orchard Heritage,D09,1851000,1011.0,1830.86,2024-05-06,Resale,Freehold
TXN-01198,Pasir Ris Seaview,D18,1194000,991.0,1204.84,2022-05-29,New Sale,Freehold
TXN-00394,Bukit Batok West,D23,663000,480.07,1381.05,2025-08-17,New Sale,99 yrs
TXN-00644,Sengkang Riviera,D19,2082000,800.0,2602.5,2022-03-01,Resale,99 yrs
TXN-00331,Serangoon Gardens,D19,1270000,799.76,1587.98,2025-02-06,Sub Sale,Freehold
TXN-01623,Leng Kee Court,D03,2692000,1011.0,2662.71,2021-11-07,Resale,Freehold
TXN-01509,Ardmore Park,D10,883000,580.0,1522.41,2021-12-15,Sub Sale,99 yrs
TXN-00027,Harbourfront Residences,D04,3269000,1091.0,2996.33,2022-04-22,Resale,99 yrs
TXN-01668,Telok Blangah Ridge,D04,1265000,480.0,2635.42,2023-03-20,Resale,Freehold
TXN-01410,Redhill Peak,D03,1497000,500.52,2990.88,2025-02-15,Sub Sale,99 yrs
TXN-00818,Irrawaddy Residences,D11,1886000,750.24,2513.85,2021-03-22,Sub Sale,Freehold
TXN-01580,Tanjong Pagar Place,D02,1261000,750.0,1681.33,2024-07-10,Sub Sale,Freehold
TXN-00041,Ang Mo Kio Grove,D20,1889000,1430.0,1320.98,2022-08-24,New Sale,Freehold
TXN-00618,Redhill Peak,D03,1310000,729.79,1795.03,2022-12-07,New Sale,Freehold
TXN-00455,Ghim Moh Green,D10,2427000,1091.0,2224.56,2020-02-20,Resale,Freehold
TXN-01179,Keppel Bay View,D04,921000,480.0,1918.75,2025-04-24,New Sale,99 yrs
TXN-01201,Bukit Timah Grove,D21,1266000,775.0,1633.55,2021-10-08,Sub Sale,Freehold
TXN-00480,Yishun Emerald,D27,1521000,580.0,2622.41,2021-01-04,New Sale,99 yrs
TXN-00275,Admiralty Parkview,D25,1600000,710.0,2253.52,2021-10-09,Resale,Freehold
TXN-01267,Woodlands Cascade,D25,2362000,1430.0,1651.75,2024-12-26,Sub Sale,Freehold
TXN-01651,Sengkang Riviera,D19,1407000,1035.49,1358.78,2024-07-07,New Sale,99 yrs
TXN-00507,Telok Blangah Ridge,D04,1851000,1091.0,1696.61,2023-10-14,Sub Sale,Freehold
TXN-01064,Queenstown Vista,D03,1129000,750.0,1505.33,2024-03-09,Resale,99 yrs
TXN-00427,Balmoral Heights,D10,2864000,1061.32,2698.52,2025-02-02,Resale,Freehold
TXN-01175,Keppel Bay View,D04,1624000,970.9,1672.67,2021-11-01,Resale,Freehold
TXN-00704,Raffles Place Tower,D01,3077000,1011.0,3043.52,2025-08-25,New Sale,Freehold
TXN-01613,Leng Kee Court,D03,2474000,1061.32,2331.06,2024-09-11,Resale,Freehold
TXN-00598,Beauty World Residences,D21,1649000,1011.0,1631.06,2023-03-08,Sub Sale,Freehold
TXN-00980,Paterson Residences,D09,1596000,750.24,2127.31,2023-04-21,New Sale,Freehold
TXN-00490,Novena Heights,D11,925000,550.0,1681.82,2023-05-22,Resale,99 yrs
TXN-00944,Yishun Emerald,D27,806000,580.17,1389.24,2021-10-09,Resale,99 yrs
TXN-00947,Admiralty Parkview,D25,2045000,991.0,2063.57,2024-08-09,Resale,Freehold
TXN-00101,Ardmore Park,D10,1119000,550.04,2034.41,2025-02-09,Resale,Freehold
TXN-00333,Cecil Street Tower,D01,2639000,830.0,3179.52,2024-08-10,Sub Sale,99 yrs
TXN-01499,The Orchid Residences,D19,2187000,970.9,2252.54,2021-04-25,Sub Sale,99 yrs
TXN-01684,Maxwell Chambers Suites,D01,2525000,1091.46,2313.42,2025-07-10,Sub Sale,Freehold
TXN-00060,Holland Village Loft,D10,2496000,1010.73,2469.5,2025-06-09,Sub Sale,99 yrs
TXN-00171,Sembawang Springs,D27,1635000,1375.0,1189.09,2025-04-02,Resale,Freehold
TXN-00402,Pasir Ris Seaview,D18,2019000,829.9,2432.83,2022-10-01,Sub Sale,99 yrs
TXN-00460,Buona Vista Court,D05,2930000,1330.0,2203.01,2020-02-08,Resale,99 yrs
TXN-01471,Orchard Heritage,D09,1550000,710.0,2183.1,2023-01-15,Sub Sale,Freehold
TXN-00241,Beauty World Residences,D21,1239000,1035.49,1196.54,2022-08-02,New Sale,99 yrs
TXN-01724,Kallang Riverside,D07,2538000,1035.49,2451.02,2024-11-21,Resale,99 yrs
TXN-01397,Anson Residences,D02,3504000,1309.97,2674.88,2025-07-12,Resale,Freehold
TXN-00325,Redhill Peak,D03,1400000,775.0,1806.45,2025-07-02,Sub Sale,Freehold
TXN-01634,Balestier Point,D12,900000,710.0,1267.61,2021-07-16,Sub Sale,Freehold
TXN-00170,Choa Chu Kang Residences,D23,1391000,1091.0,1274.98,2025-05-20,Sub Sale,99 yrs
TXN-01144,Toa Payoh Central,D12,1842000,1400.38,1315.35,2023-08-20,Sub Sale,99 yrs
TXN-01406,Springleaf Green,D26,1253000,971.0,1290.42,2025-02-01,Resale,99 yrs
TXN-00843,Upper Thomson Residences,D26,1291000,750.0,1721.33,2025-02-06,Sub Sale,Freehold
TXN-01592,Upper Thomson Residences,D26,1483000,750.0,1977.33,2020-09-08,Resale,Freehold
TXN-01586,Stevens Suites,D10,1114000,500.0,2228.0,2024-06-20,New Sale,99 yrs
TXN-00176,Upper Thomson Residences,D26,2716000,1035.49,2622.92,2025-05-08,Sub Sale,Freehold
TXN-00911,Upper Thomson Residences,D26,1090000,800.0,1362.5,2025-08-02,New Sale,Freehold
TXN-00367,Dover Parkview,D05,1368000,971.0,1408.86,2023-10-05,New Sale,99 yrs
TXN-00865,Pasir Panjang Residences,D05,1411000,580.0,2432.76,2025-07-28,Sub Sale,Freehold
TXN-00970,Sembawang Springs,D27,1199000,799.76,1499.2,2025-07-03,Sub Sale,99 yrs
TXN-01344,West Coast Vale,D05,1273000,750.0,1697.33,2023-03-21,Sub Sale,99 yrs
TXN-01010,Clementi Park Residences,D05,2259000,1010.73,2235.02,2024-03-10,New Sale,Freehold
TXN-01675,Stevens Suites,D10,661000,459.62,1438.15,2020-10-25,Resale,99 yrs
TXN-01404,Dover Parkview,D05,1957000,730.0,2680.82,2025-08-30,New Sale,99 yrs
TXN-00045,Stevens Suites,D10,892000,750.0,1189.33,2025-05-18,Sub Sale,99 yrs
TXN-00889,Scotts Tower,D09,1374000,775.0,1772.9,2025-08-22,Resale,Freehold
TXN-00813,Bukit Timah Grove,D21,2170000,1036.0,2094.59,2025-08-20,New Sale,99 yrs
TXN-00984,Woodlands Cascade,D25,2198000,799.76,2748.33,2024-10-22,Resale,Freehold
TXN-00823,Scotts Tower,D09,2705000,970.9,2786.06,2021-11-19,Resale,99 yrs
TXN-00675,Maxwell Chambers Suites,D01,2097000,730.0,2872.6,2023-04-18,New Sale,Freehold
TXN-00129,Cecil Street Tower,D01,1764000,1036.0,1702.7,2023-04-27,New Sale,Freehold
TXN-01235,Bukit Batok West,D23,2613000,1061.0,2462.77,2025-03-29,New Sale,99 yrs
TXN-00678,Bedok Reservoir Views,D16,949000,729.79,1300.37,2023-04-23,Resale,Freehold
TXN-00601,Kembangan Court,D14,1674000,1091.46,1533.73,2022-02-04,New Sale,Freehold
TXN-01001,Springleaf Green,D26,883000,550.0,1605.45,2024-12-16,Sub Sale,Freehold
TXN-00956,Admiralty Parkview,D25,1341000,1061.32,1263.52,2021-08-07,New Sale,Freehold
TXN-00914,Yishun Emerald,D27,1722000,971.0,1773.43,2025-01-24,Resale,99 yrs
TXN-00366,Choa Chu Kang Residences,D23,1438000,775.0,1855.48,2022-08-27,New Sale,99 yrs
TXN-00664,Balestier Point,D12,3526000,1430.0,2465.73,2025-05-18,Resale,99 yrs
TXN-00783,The Orchid Residences,D19,1895000,799.76,2369.47,2024-03-08,Sub Sale,99 yrs
TXN-00115,Admiralty Parkview,D25,2589000,1400.0,1849.29,2022-03-05,New Sale,Freehold
TXN-00039,Chin Swee Heights,D03,2160000,970.9,2224.73,2025-08-25,Resale,99 yrs
TXN-00358,Tanjong Pagar Place,D02,3108000,1035.49,3001.49,2023-07-13,New Sale,Freehold
TXN-00594,Hillview Heights,D23,1807000,729.79,2476.05,2024-10-31,Sub Sale,99 yrs
TXN-00531,Balestier Point,D12,1150000,480.07,2395.48,2021-05-22,Sub Sale,99 yrs
TXN-01373,Keppel Bay View,D04,1367000,710.0,1925.35,2025-05-03,New Sale,99 yrs
TXN-00059,Hillview Heights,D23,2841000,1091.0,2604.03,2023-05-20,New Sale,Freehold
TXN-00650,Bukit Batok West,D23,722000,550.0,1312.73,2025-03-06,Resale,99 yrs
TXN-00829,Sixth Avenue Suites,D10,1393000,525.0,2653.33,2020-11-19,Sub Sale,Freehold
TXN-00526,Balestier Point,D12,1347000,775.0,1738.06,2024-01-17,New Sale,99 yrs
TXN-00103,Lavender Street Loft,D07,2897000,1091.0,2655.36,2024-04-30,Sub Sale,Freehold
TXN-00705,Bedok Reservoir Views,D16,1225000,1036.0,1182.43,2022-07-25,Sub Sale,99 yrs
TXN-01002,Novena Heights,D11,1064000,830.0,1281.93,2021-04-26,New Sale,99 yrs
TXN-01166,Tanjong Pagar Place,D02,1527000,1010.73,1510.79,2025-01-13,New Sale,99 yrs
TXN-01223,Novena Heights,D11,1613000,991.36,1627.07,2021-11-19,Resale,99 yrs
TXN-01529,Clementi Park Residences,D05,2406000,1011.0,2379.82,2025-07-01,New Sale,99 yrs
TXN-01254,The Orchid Residences,D19,2043000,971.0,2104.02,2024-01-20,New Sale,Freehold
TXN-01739,Scotts Tower,D09,1265000,459.62,2752.28,2025-08-29,Resale,99 yrs
TXN-00793,Holland Village Loft,D10,1338000,525.0,2548.57,2025-06-02,Sub Sale,99 yrs
TXN-00013,Ghim Moh Green,D10,3266000,1309.97,2493.19,2025-03-29,Resale,Freehold
TXN-01441,Chin Swee Heights,D03,2023000,1036.0,1952.7,2025-07-31,Sub Sale,Freehold
TXN-01130,Cuscaden Residences,D09,1792000,1430.0,1253.15,2025-03-23,New Sale,99 yrs
TXN-01683,Opera Estate,D15,1156000,775.0,1491.61,2020-05-09,New Sale,99 yrs
TXN-01595,Orchard Heritage,D09,2729000,1036.0,2634.17,2025-01-09,New Sale,Freehold
