transaction_id,project_name,district,street,block,floor,unit,bedrooms,area,price,sale_date,sale_type,tenure
TXN-01568,Newton Suites, 11 ,Newton Road,76,21,07,2,800 sq ft,"S$ 2,085,000",03/04/2025, New Sale ,99 yrs
TXN-00684,stevens  suites,D10,Stevens Road,65,#04-16,16,1,525 sq.ft,625000,28/09/2020,NEW SALE,Freehold
TXN-01673,orchard  heritage, 9 ,Orchard Boulevard,70,2,05,1,42.7 sq.m, ,17 Feb 2023, Sub Sale ,99 yrs
TXN-01407,Pasir Ris Seaview,d18,Pasir Ris Drive 1,54,24,11,3,101.4 sq m ,"$$ 2,551,000",16 Feb 2022,SUB SALE,Freehold
TXN-00775,stevens suites,D10,Stevens Road,81,#37-20,20,2,710 sqft,"S$ 814,000",2022-02-15,new sale,99 yrs
TXN-01208,katong  seaview,D15,East Coast Road,37,30,06,1,460 sq ft,"$$ 625,000",2020-06-28,sub sale,99 yrs
TXN-00545,BOTANIC GARDENS RESIDENCES, 10 ,Cluny Park Road,14,37,14,3,991 sqft,TBC,2025-05-28, New Sale ,Freehold
TXN-00563,MARINA BAY SUITES,1,Marina Boulevard,58,#09-10,10,2,77.1 sqm,"$2,612,000",19/06/2023,Resale,99 yrs
TXN-01190,serangoon  gardens,D19,Serangoon Garden Way,31,#22-08,08,3,"1,091 sq ft", ,31/03/2021,sub sale,Freehold
TXN-00063,telok  blangah  ridge, 4 ,Telok Blangah Road,7,#03-18,18,4,121.7 sq.m,3227000,2025-03-31,RESALE,99 yrs
TXN-00179,Kembangan  Court,d14,Sims Avenue East,56,#24-20,20,3,971 sqft,"$$ 2,513,000",30 Jan 2022,resale,Freehold
TXN-00056,HARBOURFRONT RESIDENCES,4,Harbourfront Avenue,11,#22-18,18,2,69.7 sq m ,"$$ 164,000",2021-04-29,new sale,99 yrs
TXN-00660,pasir panjang residences,d05,Pasir Panjang Road,83,#31-10,10,4,125.4 sq m, 1706000 ,2022-10-11,RESALE,Freehold
TXN-01593,lavender street loft,d07,Lavender Street,69,#32-13,13,2,710 sq.ft, 1152000 ,19/04/2025,sub sale,Freehold
TXN-01052,Serangoon  Gardens, 19 ,Serangoon Garden Way,26,23,03,3,101.4 sq.m,3028000,16/10/2021,new sale,99 yrs
TXN-00700,  Harbourfront Residences  ,D4,Harbourfront Avenue,37,12,18,3,92.1 sq m ,2741000,2022-03-31,SUB SALE,99 yrs
TXN-01429,Pasir Panjang Residences, 5 ,Pasir Panjang Road,48,35,06,2,800 sq.ft,"$$ 1,257,000",2021-12-15,Resale,99 yrs
TXN-01558,serangoon    gardens, 19 ,Serangoon Garden Way,47,#17-03,03,3,92.1 sq m,2538000,28 Mar 2025, Resale ,Freehold
TXN-00410,Opera  Estate,D15,Fidelio Street,13,#29-04,04,4,1430 sqft,"$2,488,000",2025-08-16,RESALE,99 yrs
TXN-00267,bugis junction residences,7,Victoria Street,17,19,04,3,1011 sqft, 2688000 ,2021-08-09,NEW SALE,Freehold
TXN-00695,PUNGGOL WATERFRONT, 19 ,Punggol Central,64,9,05,1,44.6 sq m,n/a,2021-04-15,sub sale,99 yrs
TXN-00359,orchard heritage,D9,Orchard Boulevard,21,38,08,4,1375 sq.ft,"$3,733,000",18 Jan 2023,NEW SALE,99 yrs
TXN-01577,HOLLAND VILLAGE LOFT,10,Holland Road,23,31,14,1,48.8 sq m , 1042000 ,28/05/2025, Resale ,99 yrs
TXN-00969,Ardmore Park,D10,Ardmore Park,11,27,20,2,74.3 sq.m,1674000,01 Sep 2023,sub sale,99 yrs
TXN-01155,redhill  peak, 3 ,Redhill Close,10,#13-09,09,3,1011 sq ft,"S$ 1,559,000",2021-01-05, Sub Sale ,Freehold
TXN-01735,kallang  riverside,d07,Kallang Avenue,69,32,08,1,500 sq ft,"$915,000",27/04/2023,New Sale,99 yrs
TXN-01563,  East Coast Parkview  ,15,Marine Parade Road,71,#03-14,14,3,93.9 sq m ,"$$ 2,131,000",2020-04-12,SUB SALE,99 yrs
TXN-01141,geylang quay,d14,Geylang Road,46,#20-03,03,1,46.5 sq.m,1334000,04 May 2024,SUB SALE,99 yrs
TXN-01088,Chin Swee Heights,D03,Chin Swee Road,38,#11-04,04,3,98.6 sq m,"$16,080,000",2023-10-19,new sale,99 yrs
TXN-00377,ARDMORE PARK,10,Ardmore Park,83,28,20,4,125.4 sq m ,"$$ 2,229,000",15 Aug 2021,resale,Freehold
TXN-00215,Pasir  Panjang  Residences,d05,Pasir Panjang Road,14,19,05,2,800 sq.ft,"S$ 2,020,000",27/10/2024,resale,99 yrs
TXN-00582,  Keppel Bay View  , 4 ,Keppel Bay Drive,67,4,08,1,48.8 sq m ,"$1,278,000",21 Jan 2024,sub sale,Freehold
TXN-00505,toa payoh central, 12 ,Lorong 6 Toa Payoh,18,28,16,3,90.2 sqm,1419000,2025-08-06, Sub Sale ,Freehold
TXN-01312,Redhill Peak, 3 ,Redhill Close,46,#08-06,06,2,750 sq ft, 2120000 ,28 Aug 2022,sub sale,99 yrs
TXN-00139,hillview heights,23,Hillview Avenue,45,34,04,2,67.8 sqm,"$$ 1,932,000",26/05/2023,sub sale,Freehold
TXN-01220,BUKIT TIMAH GROVE,D21,Upper Bukit Timah Road,84,19,09,3,93.9 sqm,"S$ 1,860,000",05/06/2025, Resale ,99 yrs
TXN-00792,MacPherson Park, 13 ,MacPherson Road,48,#09-13,13,1,46.5 sq m ,"$1,248,000",2024-02-24,new sale,99 yrs
TXN-00051,Holland  Village  Loft,D10,Holland Road,54,6,15,1,480 sqft, 995000 ,2025-05-28,Resale,Freehold
TXN-01638,Paterson  Residences,D09,Paterson Road,83,38,08,3,971 sqft,"$2,432,000",19 Aug 2024,Sub Sale,99 yrs
TXN-01087,upper thomson residences,26,Upper Thomson Road,34,34,15,1,53.9 sq.m,"$1,129,000",24 Jun 2025,Resale,99 yrs
TXN-00028,  Lavender Street Loft  ,d07,Lavender Street,68,32,17,1,460 sq.ft,1056000,18 Sep 2021,Resale,99 yrs
TXN-01617,Eunos  Ville,14,Eunos Road 2,67,23,18,1,580 sq.ft,1219000,02 Feb 2024,NEW SALE,Freehold
TXN-01419,Orchard  Heritage,D09,Orchard Boulevard,29,8,08,3,"1,036 sq ft", 1738000 ,04 Dec 2022,New Sale,Freehold
TXN-01100,Yishun Emerald,D27,Yishun Avenue 2,49,12,20,3,"1,091 sqft","S$ 2,420,000",18/04/2022,RESALE,99 yrs
TXN-00659,botanic  gardens  residences,D10,Cluny Park Road,8,#21-13,13,3,"1,011 sq ft","$$ 1,802,000",27 Nov 2024,RESALE,Freehold
TXN-01271,Farrer Road Court, 10 ,Farrer Road,32,#36-17,17,2,72.0 sq m ,"S$ 1,304,000",12 Sep 2023, Sub Sale ,Freehold
TXN-01243,  Maxwell Chambers Suites  , 1 ,Maxwell Road,75,35,17,2,66.0 sq m, ,06 Aug 2024,New Sale,Freehold
TXN-00137,Springleaf  Green,26,Springleaf Avenue,40,#12-12,12,3,96.2 sqm,"$1,863,000",18/07/2025,sub sale,99 yrs
TXN-00661,yishun  emerald,27,Yishun Avenue 2,63,8,12,2,77.1 sqm,"$1,575,000",20/11/2021, New Sale ,99 yrs
TXN-00311,  Bukit Batok West  ,D23,Bukit Batok West Avenue 8,13,15,03,3,"1,091 sq.ft","$$ 2,189,000",2021-03-05,sub sale,Freehold
TXN-01025,Sixth Avenue Suites,D10,Sixth Avenue,55,#33-03,03,3,"1,011 sq.ft",1695000,2022-03-20,sub sale,99 yrs
TXN-00413,hillview heights,23,Hillview Avenue,21,10,02,3,991 sqft,"$$ 1,319,000",30/10/2021,NEW SALE,Freehold
TXN-00804,bedok  reservoir  views,d16,Bedok Reservoir Road,51,#13-06,06,3,101.4 sq m,2233000,01/08/2020,Sub Sale,Freehold
TXN-00656,alexandra  central, 5 ,Alexandra Road,33,#06-19,19,1,460 sq ft,"S$ 575,000",05/01/2025,new sale,99 yrs
TXN-01737,Serangoon Gardens, 19 ,Serangoon Garden Way,28,10,08,3,1061 sqft,"S$ 2,125,000",19 Feb 2022,Resale,Freehold
TXN-01694,  Paterson Residences  ,d09,Paterson Road,85,#15-18,18,3,90.2 sq m ,"$$ 2,056,000",29 Feb 2024,resale,Freehold
TXN-00846,JURONG LAKE DISTRICT,D22,Yuan Ching Road,20,30,15,3,101.4 sq m ,2229000,2025-03-25,resale,Freehold
TXN-01004,ORCHARD HERITAGE,D09,Orchard Boulevard,71,38,10,3,1011 sq.ft,"$2,562,000",20/02/2022,resale,99 yrs
TXN-01132,  Nassim Park  , 10 ,Nassim Road,3,#03-10,10,3,92.1 sq m, ,21 Oct 2024,RESALE,Freehold
TXN-00959,ORCHARD HERITAGE,9,Orchard Boulevard,84,35,14,1,53.9 sqm,"$$ 1,134,000",09 Aug 2022,RESALE,99 yrs
TXN-00888,Novena  Heights,11,Thomson Road,77,#32-15,15,2,730 sq.ft,price tbd,2024-10-23, Sub Sale ,Freehold
TXN-00289,scotts tower,D09,Scotts Road,16,#10-11,11,3,971 sq.ft, 2404000 ,01 Mar 2022, Resale ,Freehold
TXN-01250,GEYLANG QUAY,14,Geylang Road,43,12,17,3,971 sqft,"$$ 1,718,000",19 Nov 2022,Sub Sale,99 yrs
TXN-01116,Balmoral  Heights,D10,Balmoral Road,16,31,20,4,121.7 sqm,"$1,738,000",25/05/2021, New Sale ,99 yrs
TXN-00785,  West Coast Vale  ,D05,West Coast Vale,6,9,11,3,991 sq ft,"S$ 1,618,000",08/05/2025,New Sale,Freehold
TXN-01415,One-North  Loft, 5 ,One-North Crescent,21,#35-06,06,3,98.6 sq m ,"S$ 2,736,000",2021-06-28, Resale ,99 yrs
TXN-00711,  Nassim Park  ,10,Nassim Road,82,2,14,4,127.7 sq m ,"S$ 1,761,000",2025-04-17,Resale,Freehold
TXN-00570,SHENTON WAY SUITES, 1 ,Shenton Way,50,5,09,2,74.3 sq m,"$1,651,000",28 Jul 2025,resale,Freehold
TXN-00600,pasir ris seaview, 18 ,Pasir Ris Drive 1,79,9,07,1,48.8 sqm,"$$ 1,250,000",2025-04-16, Resale ,Freehold
TXN-00726,Redhill Peak,D3,Redhill Close,86,6,10,1,500 sq ft,794000,19 Feb 2020,resale,99 yrs
TXN-01339,the  orchid  residences, 19 ,Hougang Avenue 2,36,#28-05,05,3,92.1 sq m, 1128000 ,03 Nov 2022, Sub Sale ,Freehold
TXN-01394,jurong  lake  district,d22,Yuan Ching Road,63,#29-13,13,1,53.9 sq m ,1126000,2025-08-01,sub sale,99 yrs
TXN-01352,scotts  tower,D09,Scotts Road,48,32,03,2,67.8 sq m,"$1,653,000",2020-11-03, Sub Sale ,Freehold
TXN-00246,leng kee court,3,Leng Kee Road,25,2,07,2,69.7 sqm,1590000,31 Jan 2025,SUB SALE,Freehold
TXN-01721,stevens  suites, 10 ,Stevens Road,17,#09-08,08,2,-,price tbd,28/04/2024,resale,99 yrs
TXN-01217,HOLLAND VILLAGE LOFT, 10 ,Holland Road,8,29,14,2,830 sqft,2322000,22/05/2025,NEW SALE,Freehold
TXN-00971,Woodlands  Cascade,25,Woodlands Avenue 2,22,37,15,3,971 sqft,1667000,2025-09-02, Resale ,Freehold
TXN-00355,THE ORCHID RESIDENCES,d19,Hougang Avenue 2,24,#38-02,02,3,1061 sqft,2017000,09/11/2024, Resale ,99 yrs
TXN-00164,QUEENSTOWN VISTA,3,Commonwealth Avenue,7,3,14,2,72.0 sq m,"$$ 1,717,000",2023-07-11,resale,Freehold
TXN-00082,grange  road  residences,D09,Grange Road,73,29,10,3,1011 sq.ft, 2330000 ,08 Nov 2024,sub sale,99 yrs
TXN-00299,raffles place tower,1,Raffles Place,53,#08-05,05,3,1011 sq ft,2581000,12/03/2025,SUB SALE,99 yrs
TXN-00005,river  valley  court, 9 ,River Valley Road,11,9,13,3,1036 sq ft,2277000,2024-11-17,sub sale,Freehold
TXN-00157,BEAUTY WORLD RESIDENCES,D21,Jalan Jurong Kechil,24,25,10,3,93.9 sq m,"$$ 1,150,000",29 Mar 2025,new sale,99 yrs
TXN-00227,  Hillview Heights  , 23 ,Hillview Avenue,32,36,07,3,98.6 sq.m,2190000,2024-11-01,resale,Freehold
TXN-01401,  Pasir Panjang Residences  ,5,Pasir Panjang Road,46,14,19,3,101.4 sqm, 2686000 ,03/07/2025,Sub Sale,99 yrs
TXN-01372,Tampines Grande, 18 ,Tampines Avenue 1,12,37,09,1,550 sq ft,"$$ 904,000",2025-07-07,resale,99 yrs
TXN-01576,Dover  Parkview, 5 ,Dover Road,20,#32-03,03,1,53.9 sqm,"$$ 1,307,000",23 Jul 2022,Sub Sale,Freehold
TXN-01452,ADMIRALTY PARKVIEW, 25 ,Woodlands Drive 16,12,14,03,3,101.4 sq.m,"$$ 1,369,000",05/12/2024,NEW SALE,Freehold
TXN-00591,cuscaden  residences,D9,Cuscaden Road,53,32,15,3, ,"$1,530,000",2023-11-04,Sub Sale,99 yrs
TXN-00769,BUONA VISTA COURT, 5 ,North Buona Vista Road,53,33,16,4,121.7 sq m ,"$3,648,000",2025-03-27,Sub Sale,Freehold
TXN-01096,Pasir  Panjang  Residences,D5,Pasir Panjang Road,74,29,12,3,92.1 sq m,"S$ 2,503,000",06/01/2023, Sub Sale ,99 yrs
TXN-01708,serangoon gardens, 19 ,Serangoon Garden Way,49,10,09,1,46.5 sq m,"$1,230,000",13/03/2025, New Sale ,Freehold
TXN-00975,  Farrer Road Court  ,D10,Farrer Road,34,#16-08,08,4,1375 sqft,"$$ 3,788,000",14 Feb 2021,resale,99 yrs
TXN-00683,TION BAHRU LOFT,D03,Tiong Bahru Road,32,#29-08,08,2,66.0 sq.m,"$2,126,000",24/10/2023, Resale ,99 yrs
TXN-01669,  Bukit Batok West  ,d23,Bukit Batok West Avenue 8,39,38,11,3,"1,036 sq ft",N/A,2021-03-25, Sub Sale ,Freehold
TXN-00326,  Geylang Quay  ,14,Geylang Road,10,#22-09,09,2,67.8 sq m,"$1,425,000",2024-03-02,Sub Sale,99 yrs
TXN-01210,maxwell chambers suites,d01,Maxwell Road,57,24,08,3,1091 sq ft, 3453000 ,2024-07-06, Sub Sale ,Freehold
TXN-01358,leng  kee  court,3,Leng Kee Road,6,20,13,4,1430 sq ft,"S$ 2,319,000",19 Sep 2023,sub sale,Freehold
TXN-00607,bukit  timah  grove,d21,Upper Bukit Timah Road,48,33,08,2,72.0 sqm,"S$ 990,000",2023-06-04,resale,Freehold
TXN-01279,  Maxwell Chambers Suites  ,1,Maxwell Road,18,#35-16,16,2,830 sq.ft,"$2,610,000",2025-05-21,NEW SALE,Freehold
TXN-01280,  Marina Bay Suites  , 1 ,Marina Boulevard,67,20,09,2,710 sq ft, 1698000 ,2023-07-10, Sub Sale ,99 yrs
TXN-00332,  Queenstown Vista  ,3,Commonwealth Avenue,59,28,12,1,44.6 sq m,1231000,22 Jan 2025,SUB SALE,99 yrs
TXN-01312,Redhill Peak, 3 ,Redhill Close,46,#08-06,06,2,750 sq ft, 2120000 ,28 Aug 2022,sub sale,99 yrs
TXN-00214,river valley court,9,River Valley Road,84,24,15,2,77.1 sq m , 1047000 ,03 Sep 2022,Resale,99 yrs
TXN-01527,TOA PAYOH CENTRAL,12,Lorong 6 Toa Payoh,79,#23-04,04,3,1091 sq ft, 2229000 ,27/12/2021,Resale,99 yrs
TXN-01072,dover parkview,D05,Dover Road,52,10,07,1,550 sqft,"S$ 1,030,000",22/04/2024,new sale,99 yrs
TXN-01060,Sembawang  Springs,27,Sembawang Road,15,32,03,3,101.4 sq.m,"$$ 2,980,000",22 May 2024,RESALE,99 yrs
TXN-01600,sembawang springs, 27 ,Sembawang Road,6,#13-13,13,4, ,"$$ 3,935,000",25 Apr 2022, New Sale ,Freehold
TXN-00760,  Ghim Moh Green  ,D10,Ghim Moh Road,8,33,01,2,77.1 sq m , 984000 ,22 Jan 2025,NEW SALE,Freehold
TXN-00182,Grange Road Residences,9,Grange Road,18,#06-19,19,2,69.7 sqm,"S$ 1,507,000",2024-07-22,New Sale,Freehold
TXN-00342,MAXWELL CHAMBERS SUITES,1,Maxwell Road,46,29,06,1,525 sqft,1522000,2022-04-06,new sale,Freehold
TXN-00569,CHIN SWEE HEIGHTS,d03,Chin Swee Road,21,33,13,3,93.9 sqm, 2207000 ,2020-12-16,new sale,Freehold
TXN-00774,Nassim  Park, 10 ,Nassim Road,11,20,07,4,1350 sq ft,"$3,695,000",04 Apr 2023, New Sale ,Freehold
TXN-00492,Eunos Ville,D14,Eunos Road 2,33,36,19,1,550 sq.ft,"S$ 895,000",2024-07-12, Sub Sale ,Freehold
TXN-01329,clementi park residences, 5 ,Clementi Avenue 2,66,18,07,2,710 sq ft, 1271000 ,2025-07-06,new sale,Freehold
TXN-00718,Tanjong  Pagar  Place, 2 ,Tanjong Pagar Road,25,6,17,2,69.7 sq m ,1938000,16/02/2025,Resale,99 yrs
TXN-00688,tion bahru loft,d03,Tiong Bahru Road,43,6,13,3,1091 sqft,"$1,639,000",31 May 2024,New Sale,Freehold
TXN-01672,harbourfront  residences,D4,Harbourfront Avenue,21,12,11,2,800 sq.ft, 2518000 ,30 Oct 2024,New Sale,99 yrs
TXN-01587,Kallang  Riverside,7,Kallang Avenue,85,#27-17,17,3,93.9 sqm,"$2,247,000",2025-02-26, Sub Sale ,Freehold
TXN-01543,EUNOS VILLE,14,Eunos Road 2,16,29,20,3, ,"$2,528,000",28 Sep 2024, New Sale ,Freehold
TXN-01255,SCOTTS TOWER,D9,Scotts Road,62,17,12,3,101.4 sqm,"$$ 2,504,000",2024-04-02,new sale,99 yrs
TXN-00177,upper  thomson  residences,d26,Upper Thomson Road,11,7,14,4,130.1 sqm,"$$ 2,304,000",03/04/2023,SUB SALE,Freehold
TXN-00995,CECIL STREET TOWER, 1 ,Cecil Street,85,#12-14,14,2,69.7 sqm, 1960000 ,02/06/2020,Resale,Freehold
TXN-00459,LENG KEE COURT, 3 ,Leng Kee Road,71,21,16,3,96.2 sq m,unknown,27 Nov 2021,SUB SALE,99 yrs
TXN-01667,sixth  avenue  suites,d10,Sixth Avenue,64,34,10,3,93.9 sq.m,"S$ 1,791,000",14 Apr 2025,RESALE,Freehold
TXN-01488,HILLVIEW HEIGHTS,D23,Hillview Avenue,63,#19-07,07,4,1375 sq.ft,"$$ 2,574,000",2022-01-06,SUB SALE,Freehold
TXN-00123,Farrer Park Residences,d08,Farrer Park Road,19,2,09,2,730 sqft, 1982000 ,19 May 2025,NEW SALE,99 yrs
TXN-00097,Novena Heights,D11,Thomson Road,1,34,09,2,72.0 sqm, 1392000 ,02 Jun 2022,sub sale,Freehold
TXN-00261,ONE-NORTH LOFT,D05,One-North Crescent,3,13,11,3,"1,091 sqft","S$ 1,273,000",31/05/2025,RESALE,Freehold
TXN-00798,Upper  Thomson  Residences,D26,Upper Thomson Road,61,#30-13,13,3,991 sqft,"$$ 2,083,000",04/11/2022, New Sale ,99 yrs
TXN-00052,maxwell  chambers  suites,D01,Maxwell Road,55,2,04,3,991 sq.ft,"$$ 1,786,000",23 Dec 2022,Sub Sale,Freehold
TXN-00508,  kembangan  court  ,D14,Sims Avenue East,26,24,20,1,48.8 sq.m,"$$ 708,000",28/11/2024, Sub Sale ,99 yrs
TXN-01479,Kallang  Riverside,D7,Kallang Avenue,81,14,10,2,775 sq.ft,"S$ 2,064,000",2023-08-11, New Sale ,99 yrs
TXN-01047,Toa  Payoh  Central,D12,Lorong 6 Toa Payoh,19,#29-12,12,3,991 sq ft,"S$ 2,571,000",24/01/2025, New Sale ,99 yrs
TXN-00930,Pasir  Panjang  Residences,d05,Pasir Panjang Road,83,5,17,2,775 sq.ft,"S$ 1,958,000",03 Dec 2024,resale,Freehold
TXN-01472,NOVENA HEIGHTS,D11,Thomson Road,69,33,06,2,67.8 sq.m,"$$ 1,754,000",2022-06-26,resale,99 yrs
TXN-00778,newton suites,D11,Newton Road,17,33,13,2,750 sq.ft,1267000,16 Apr 2023,SUB SALE,99 yrs
TXN-01147,redhill  peak,D03,Redhill Close,16,24,09,3,1061 sq ft,"S$ 2,575,000",22/01/2025,new sale,Freehold
TXN-00725,punggol waterfront,D19,Punggol Central,26,#29-02,02,1,525 sqft, 1392000 ,2021-12-04,SUB SALE,99 yrs
TXN-00516,bukit  timah  grove,21,Upper Bukit Timah Road,70,32,15,3,1011 sq.ft,"$1,785,000",2025-05-21, New Sale ,99 yrs
TXN-00853,Harbourfront  Residences,D04,Harbourfront Avenue,40,7,05,2,730 sq ft,"$$ 1,477,000",2025-06-23, Resale ,99 yrs
TXN-00434,Siglap  Villas,D15,Siglap Road,83,#37-08,08,4,"1,375 sqft","$1,800,000",01/05/2024,SUB SALE,Freehold
TXN-00518,KEMBANGAN COURT,D14,Sims Avenue East,40,7,15,3,,1660000,14 May 2023,RESALE,Freehold
TXN-00964,orchard heritage,D9,Orchard Boulevard,78,2,13,2,800 sq.ft,2177000,2024-05-16,New Sale,Freehold
TXN-00741,Bukit Timah Grove,21,Upper Bukit Timah Road,49,#30-11,11,3,971 sqft,1830000,19/01/2023, Resale ,99 yrs
TXN-01610,NOVENA HEIGHTS,D11,Thomson Road,32,#38-06,06,3,98.6 sqm,"$1,324,000",2024-07-30,Sub Sale,Freehold
TXN-01486,  Sembawang Springs  , 27 ,Sembawang Road,20,#27-02,02,4,1330 sq ft,"S$ 2,475,000",2021-05-07, Sub Sale ,Freehold
TXN-00807,SENGKANG RIVIERA,19,Sengkang East Avenue,63,27,20,3,96.2 sq.m,"$2,116,000",2022-11-12, New Sale ,Freehold
TXN-00631,Toa  Payoh  Central,D12,Lorong 6 Toa Payoh,10,#10-01,01,2,830 sq ft, 1126000 ,2024-03-14,sub sale,Freehold
TXN-00395,lavender street loft,D7,Lavender Street,43,#07-16,16,4,1430 sq ft,"$2,101,000",2024-03-31,NEW SALE,99 yrs
TXN-00224,the  orchid  residences, 19 ,Hougang Avenue 2,43,30,09,2,72.0 sq m ,"S$ 1,226,000",21 Oct 2022,resale,Freehold
TXN-00161,BUGIS JUNCTION RESIDENCES,d07,Victoria Street,57,#25-19,19,4,127.7 sq m ,"$2,058,000",25/05/2023, New Sale ,Freehold
TXN-00053,  Tanjong Pagar Place  ,d02,Tanjong Pagar Road,60,31,05,3,92.1 sq m ,"$$ 1,732,000",2024-10-13,SUB SALE,Freehold
TXN-00815,Bedok  Reservoir  Views,16,Bedok Reservoir Road,56,#24-15,15,3,98.6 sq m ,"$2,571,000",27/05/2020,Sub Sale,99 yrs
TXN-00351,woodlands  cascade,D25,Woodlands Avenue 2,3,#22-02,02,2,830 sqft,"$$ 1,214,000",27 Dec 2021,resale,99 yrs
TXN-00489,the orchid residences,D19,Hougang Avenue 2,86,#27-12,12,2,66.0 sq m, 1182000 ,2023-10-28,resale,99 yrs
TXN-00025,ghim moh green, 10 ,Ghim Moh Road,12,36,01,1,460 sqft,"$$ 1,120,000",06 Aug 2025,Resale,99 yrs
TXN-00756,  Keppel Bay View  ,4,Keppel Bay Drive,20,11,08,2,750 sq.ft, 1835000 ,2025-07-15,new sale,Freehold
TXN-00874,Keppel Bay View,D04,Keppel Bay Drive,36,16,02,4,"1,310 sq.ft", 3900000 ,17 May 2025,NEW SALE,Freehold
TXN-00447,Punggol Waterfront,d19,Punggol Central,43,3,15,3,101.4 sqm,"S$ 1,543,000",07 Feb 2020,resale,99 yrs
TXN-01025,Sixth Avenue Suites,D10,Sixth Avenue,55,#33-03,03,3,"1,011 sq.ft",1695000,2022-03-20,sub sale,99 yrs
TXN-01305,  Chin Swee Heights  ,3,Chin Swee Road,40,14,05,2,830 sq ft,"S$ 2,336,000",2020-12-27,new sale,99 yrs
